Date,Open,High,Low,Close,Volume
31.12.2017,1303.088,1303.088,1303.088,1303.088,0
01.01.2018,1303.428,1319.119,1302.689,1318.962,111144435.2
02.01.2018,1318.208,1321.729,1307.688,1313.539,103764455.4
03.01.2018,1313.858,1326.179,1306.108,1322.868,117935024.1
04.01.2018,1323.079,1323.579,1313.852,1319.519,106311379.1
05.01.2018,1319.519,1319.519,1319.519,1319.519,0
06.01.2018,1319.519,1319.519,1319.519,1319.519,0
07.01.2018,1320.978,1322.339,1314.988,1320.619,85954795.24
08.01.2018,1320.669,1320.679,1309.041,1313.852,104639369.5
09.01.2018,1312.748,1327.931,1308.369,1317.079,128177089.6
10.01.2018,1317.039,1324.129,1315.889,1323.491,102413847
11.01.2018,1322.889,1339.562,1321.738,1337.868,105519389.7
12.01.2018,1337.868,1337.868,1337.868,1337.868,0
13.01.2018,1337.868,1337.868,1337.868,1337.868,0
14.01.2018,1337.529,1344.909,1336.259,1340.382,65244650.39
15.01.2018,1340.779,1342.502,1332.062,1338.709,109215070.2
16.01.2018,1338.968,1344.169,1326.389,1326.835,117946320.5
17.01.2018,1327.519,1333.299,1324.392,1327.158,120081803.8
18.01.2018,1327.289,1338.238,1326.659,1332.039,104627239
19.01.2018,1332.039,1332.039,1332.039,1332.039,0
20.01.2018,1332.039,1332.039,1332.039,1332.039,0
21.01.2018,1334.679,1335.891,1328.628,1334.219,95265940.31
22.01.2018,1334.309,1341.989,1331.539,1341.729,109532670
23.01.2018,1342.028,1362.192,1339.689,1359.422,113272193
24.01.2018,1357.928,1366.238,1342.729,1348.382,121869438.9
25.01.2018,1347.799,1357.299,1344.812,1349.882,91846340.66
26.01.2018,1349.882,1349.882,1349.882,1349.882,0
27.01.2018,1349.882,1349.882,1349.882,1349.882,0
28.01.2018,1349.941,1352.589,1337.778,1340.651,74937515.14
29.01.2018,1341.108,1349.05,1334.619,1338.932,111524175.4
30.01.2018,1338.938,1347.742,1332.879,1345.312,100158759.2
31.01.2018,1345.308,1351.179,1337.449,1348.932,94553050.28
01.02.2018,1349.089,1350.259,1327.601,1333.282,99768942.71
02.02.2018,1333.282,1333.282,1333.282,1333.282,0
03.02.2018,1333.282,1333.282,1333.282,1333.282,0
04.02.2018,1332.579,1341.769,1329.171,1339.871,108374364.4
05.02.2018,1340.189,1346.308,1320.378,1324.552,143526589.9
06.02.2018,1324.389,1332.479,1311.572,1318.821,123330550
07.02.2018,1318.208,1322.362,1307.248,1319.042,125657735.5
08.02.2018,1318.599,1322.919,1311.298,1316.462,135469189.7
09.02.2018,1316.462,1316.462,1316.462,1316.462,0
10.02.2018,1316.462,1316.462,1316.462,1316.462,0
11.02.2018,1315.678,1327.001,1314.439,1323.041,80481509.57
12.02.2018,1322.772,1331.212,1321.792,1329.881,94914029.84
13.02.2018,1329.739,1355.682,1318.101,1350.992,108717800.3
14.02.2018,1350.258,1357.282,1348.748,1353.842,103063019.5
15.02.2018,1354.149,1361.912,1344.998,1347.562,104749445.4
16.02.2018,1347.562,1347.562,1347.562,1347.562,0
17.02.2018,1347.562,1347.562,1347.562,1347.562,0
18.02.2018,1348.118,1351.569,1345.961,1346.968,61075990.41
19.02.2018,1346.879,1348.399,1328.642,1329.561,98576394.44
20.02.2018,1329.501,1336.448,1322.598,1325.001,98984470.61
21.02.2018,1324.792,1332.612,1321.148,1332.412,111130684.6
22.02.2018,1331.979,1332.402,1325.999,1329.162,77410003.18
23.02.2018,1329.162,1329.162,1329.162,1329.162,0
24.02.2018,1329.162,1329.162,1329.162,1329.162,0
25.02.2018,1328.838,1341.212,1326.772,1333.732,87678200.01
26.02.2018,1333.532,1336.938,1313.619,1318.622,110504853.5
27.02.2018,1318.041,1322.701,1315.791,1318.541,100733059.3
28.02.2018,1318.479,1321.289,1302.992,1317.302,126819826.1
01.03.2018,1317.619,1325.612,1315.408,1323.042,105984044.8
02.03.2018,1323.042,1323.042,1323.042,1323.042,0
03.03.2018,1323.042,1323.042,1323.042,1323.042,0
04.03.2018,1324.178,1327.961,1317.631,1320.451,115982095.4
05.03.2018,1320.428,1338.659,1320.191,1334.972,131241205.9
06.03.2018,1338.159,1340.779,1322.378,1325.892,127960155
07.03.2018,1325.659,1329.222,1319.199,1322.381,120387399.9
08.03.2018,1322.389,1325.341,1312.951,1323.591,59482800.48
09.03.2018,1323.591,1323.591,1323.591,1323.591,0
10.03.2018,1323.591,1323.591,1323.591,1323.591,0
11.03.2018,1323.728,1324.521,1315.262,1323.239,51475844.32
12.03.2018,1323.332,1328.499,1314.275,1326.579,63047328.77
13.03.2018,1326.531,1330.229,1321.661,1325.029,43108020.07
14.03.2018,1325.022,1328.118,1315.109,1316.409,29480003.94
15.03.2018,1316.931,1321.921,1309.828,1314.538,31562833.93
16.03.2018,1314.538,1314.538,1314.538,1314.538,0
17.03.2018,1314.538,1314.538,1314.538,1314.538,0
18.03.2018,1313.662,1319.801,1307.932,1317.038,29390983.07
19.03.2018,1317.332,1318.502,1307.378,1311.479,25685147.14
20.03.2018,1311.231,1336.822,1310.039,1332.459,34624085.65
21.03.2018,1332.462,1335.089,1324.988,1329.269,36944781.99
22.03.2018,1329.532,1350.402,1329.262,1347.439,40121546.09
23.03.2018,1347.439,1347.439,1347.439,1347.439,0
24.03.2018,1347.439,1347.439,1347.439,1347.439,0
25.03.2018,1347.528,1356.129,1343.668,1354.382,30306025.83
26.03.2018,1354.031,1357,1340.049,1345.128,34460836.02
27.03.2018,1345.742,1347.189,1323.629,1325.179,42114080.73
28.03.2018,1325.072,1328.532,1321.411,1326.265,32508820.24
29.03.2018,1326.265,1326.265,1326.265,1326.265,0
30.03.2018,1326.265,1326.265,1326.265,1326.265,0
31.03.2018,1326.265,1326.265,1326.265,1326.265,0
01.04.2018,1326.328,1345.052,1325.022,1341.587,36851237.92
02.04.2018,1341.242,1342.699,1329.088,1333.028,38467938.9
03.04.2018,1333.232,1348.418,1331.718,1333.429,40718519.99
04.04.2018,1333.182,1335.119,1322.931,1327.08,31201559.13
05.04.2018,1326.742,1335.591,1319.829,1333.659,44449409.84
06.04.2018,1333.659,1333.659,1333.659,1333.659,0
07.04.2018,1333.659,1333.659,1333.659,1333.659,0
08.04.2018,1334.382,1338.172,1327.032,1336.528,40092318.36
09.04.2018,1336.852,1342.779,1331.248,1339.978,38621154.96
10.04.2018,1339.672,1365.26,1339.381,1354.301,50475673.02
11.04.2018,1353.442,1353.442,1333.952,1335.478,46494898.08
12.04.2018,1335.381,1347.302,1333.562,1345.76,37919879.97
13.04.2018,1345.76,1345.76,1345.76,1345.76,0
14.04.2018,1345.76,1345.76,1345.76,1345.76,0
15.04.2018,1346.799,1350.692,1340.348,1345.945,37154911.1
16.04.2018,1346.212,1349.572,1337.839,1347.528,32048315.94
17.04.2018,1348.231,1355.891,1342.501,1349.579,30947194.96
18.04.2018,1350.101,1354.861,1341.133,1346.099,39019750.12
19.04.2018,1346.852,1346.892,1335.139,1335.888,29539620.1
20.04.2018,1335.888,1335.888,1335.888,1335.888,0
21.04.2018,1335.888,1335.888,1335.888,1335.888,0
22.04.2018,1334.679,1335.782,1322.288,1324.979,33971574.63
23.04.2018,1325.021,1332.902,1322.249,1331.561,29494640.98
24.04.2018,1330.259,1332.292,1318.962,1323.398,25119778.87
25.04.2018,1323.421,1326.732,1315.422,1317.178,27875515.22
26.04.2018,1317.301,1325.412,1315.472,1323.772,23095575
27.04.2018,1323.772,1323.772,1323.772,1323.772,0
28.04.2018,1323.772,1323.772,1323.772,1323.772,0
29.04.2018,1323.741,1327.271,1310.348,1315.519,25394024.88
30.04.2018,1315.721,1316.438,1301.889,1304.179,27430281.76
01.05.2018,1304.411,1313.641,1304.038,1306.152,31107833.83
02.05.2018,1304.962,1318.302,1304.872,1312.329,24255389.09
03.05.2018,1312.542,1315.722,1308.081,1315.279,25016288.01
04.05.2018,1315.279,1315.279,1315.279,1315.279,0
05.05.2018,1315.279,1315.279,1315.279,1315.279,0
06.05.2018,1315.402,1319.112,1310.388,1314.479,25615157.9
07.05.2018,1314.032,1318.042,1306.212,1315.411,32346569.27
08.05.2018,1315.342,1317.601,1304.451,1313.035,28043418.17
09.05.2018,1313.142,1323.116,1310.951,1321.901,28128472.09
10.05.2018,1321.852,1326.128,1317.489,1318.793,25413023.14
11.05.2018,1318.793,1318.793,1318.793,1318.793,0
12.05.2018,1318.793,1318.793,1318.793,1318.793,0
13.05.2018,1318.779,1322.512,1313.148,1313.479,23238868.18
14.05.2018,1313.382,1315.059,1288.868,1290.98,36036560.18
15.05.2018,1290.532,1297.091,1286.559,1290.928,29480540.31
16.05.2018,1290.971,1294.582,1285.442,1291.079,27606004.89
17.05.2018,1291.262,1294.411,1286.248,1293.433,24464331.06
18.05.2018,1293.433,1293.433,1293.433,1293.433,0
19.05.2018,1293.433,1293.433,1293.433,1293.433,0
20.05.2018,1291.029,1293.282,1282.281,1292.878,24237687.89
21.05.2018,1293.402,1296.302,1288.132,1291.533,24618567.08
22.05.2018,1291.512,1298.821,1288.119,1293.809,33773070.92
23.05.2018,1294.851,1306.782,1292.939,1305.028,30985068.02
24.05.2018,1304.922,1307.959,1300.082,1301.925,31951020.15
25.05.2018,1301.925,1301.925,1301.925,1301.925,0
26.05.2018,1301.925,1301.925,1301.925,1301.925,0
27.05.2018,1300.152,1300.511,1295.669,1298.282,21617390.25
28.05.2018,1298.399,1306.761,1292.838,1299.229,34717651.19
29.05.2018,1298.982,1304.579,1296.038,1301.579,32082710.68
30.05.2018,1301.942,1306.652,1297.899,1298.528,33472108.78
31.05.2018,1299.481,1300.789,1289.458,1293.519,29320009.05
01.06.2018,1293.519,1293.519,1293.519,1293.519,0
02.06.2018,1293.519,1293.519,1293.519,1293.519,0
03.06.2018,1293.228,1298.222,1290.398,1293.832,28923969.12
04.06.2018,1292.792,1300.692,1289.958,1296.609,23301904.92
05.06.2018,1296.852,1301.962,1293.978,1296.988,22604669.03
06.06.2018,1296.942,1303.498,1295.049,1297.278,22961813
07.06.2018,1297.481,1300.762,1293.461,1298.992,25858444.87
08.06.2018,1298.992,1298.992,1298.992,1298.992,0
09.06.2018,1298.992,1298.992,1298.992,1298.992,0
10.06.2018,1300.262,1302.528,1294.279,1300.5,18201654.93
11.06.2018,1300.5,1300.5,1293.369,1296.159,23444634.85
12.06.2018,1296.242,1301.412,1291.682,1299.678,23031319.89
13.06.2018,1300.012,1309.502,1297.762,1302.569,32374770.28
14.06.2018,1302.882,1303.339,1275.599,1280.122,52950099.8
15.06.2018,1280.122,1280.122,1280.122,1280.122,0
16.06.2018,1280.122,1280.122,1280.122,1280.122,0
17.06.2018,1278.028,1282.611,1277.228,1279.541,30949824.1
18.06.2018,1278.732,1284.222,1270.548,1275.912,30993370.15
19.06.2018,1275.311,1276.611,1267.832,1268.379,39542134.91
20.06.2018,1267.942,1270.301,1261.589,1267.409,31461777.93
21.06.2018,1267.381,1271.421,1266.888,1269.429,24782747.15
22.06.2018,1269.429,1269.429,1269.429,1269.429,0
23.06.2018,1269.429,1269.429,1269.429,1269.429,0
24.06.2018,1270.489,1272.792,1264.649,1266.731,39158319.74
25.06.2018,1266.372,1267.872,1254.938,1260.312,40730954.8
26.06.2018,1259.371,1260.269,1250.891,1253.361,50646484.55
27.06.2018,1252.421,1254.501,1246.071,1249.611,47794315.16
28.06.2018,1248.552,1255.802,1246.369,1253.071,44609440.3
29.06.2018,1253.071,1253.071,1253.071,1253.071,0
30.06.2018,1253.071,1253.071,1253.071,1253.071,0
01.07.2018,1252.179,1254.409,1239.828,1243.032,41948710.83
02.07.2018,1242.302,1257.022,1238.069,1252.728,39371150.08
03.07.2018,1252.861,1261.282,1252.361,1257.132,28239395.17
04.07.2018,1257.151,1259.902,1251.461,1258.58,41108715.09
05.07.2018,1257.922,1259.081,1253.009,1255.322,37284259.96
06.07.2018,1255.322,1255.322,1255.322,1255.322,0
07.07.2018,1255.322,1255.322,1255.322,1255.322,0
08.07.2018,1255.692,1266.082,1255.072,1257.939,31363709.93
09.07.2018,1258.051,1260.499,1247.519,1255.811,38751401.96
10.07.2018,1256.351,1257.082,1241.739,1242.759,47757249.36
11.07.2018,1242.872,1248.712,1241.508,1247.449,41120065.57
12.07.2018,1247.871,1248.301,1236.518,1242.145,46074384.99
13.07.2018,1242.145,1242.145,1242.145,1242.145,0
14.07.2018,1242.145,1242.145,1242.145,1242.145,0
15.07.2018,1241.478,1245.769,1238.528,1241.369,35094874.11
16.07.2018,1241.182,1245.172,1226.262,1227.949,43930519.94
17.07.2018,1227.872,1229.348,1221.262,1227.908,37037724.97
18.07.2018,1227.701,1229.262,1211.709,1223.575,52209424.79
19.07.2018,1223.772,1232.432,1215.838,1232.259,52299905.06
20.07.2018,1232.259,1232.259,1232.259,1232.259,0
21.07.2018,1232.259,1232.259,1232.259,1232.259,0
22.07.2018,1231.879,1235.262,1222.491,1224.728,48221965.43
23.07.2018,1225.041,1229.682,1218.322,1224.578,40904360.17
24.07.2018,1224.641,1234.312,1223.441,1231.925,45032109.77
25.07.2018,1232.151,1235.372,1222.558,1222.778,47011869.91
26.07.2018,1223.141,1227.529,1217.741,1223.271,41911555.26
27.07.2018,1223.271,1223.271,1223.271,1223.271,0
28.07.2018,1223.271,1223.271,1223.271,1223.271,0
29.07.2018,1223.128,1225.232,1219.219,1222.702,32568390.28
30.07.2018,1221.992,1228.762,1214.182,1224.712,45649692.83
31.07.2018,1224.251,1225.022,1215.978,1217.181,42082375.11
01.08.2018,1216.282,1221.391,1207.301,1208.871,45459975.18
02.08.2018,1208.222,1220.182,1204.588,1213.95,44469875.87
03.08.2018,1213.95,1213.95,1213.95,1213.95,0
04.08.2018,1213.95,1213.95,1213.95,1213.95,0
05.08.2018,1213.978,1218.072,1206.659,1208.501,36662005.01
06.08.2018,1207.952,1216.341,1207.832,1212.442,35263089.98
07.08.2018,1211.402,1215.9,1206.652,1214.029,31354215.09
08.08.2018,1214.381,1217.472,1210.949,1212.528,33948305.07
09.08.2018,1213.052,1217.262,1205.919,1211.542,52085865.26
10.08.2018,1211.542,1211.542,1211.542,1211.542,0
11.08.2018,1211.542,1211.542,1211.542,1211.542,0
12.08.2018,1211.178,1214.072,1191.859,1193.809,53172689.56
13.08.2018,1194.692,1198.908,1192.242,1194.328,41598195.85
14.08.2018,1194.851,1195.022,1173.288,1174.979,52953907.97
15.08.2018,1176.381,1182.211,1160.379,1174.329,55922580.24
16.08.2018,1174.471,1185.322,1172.082,1185.252,45562574.51
17.08.2018,1185.252,1185.252,1185.252,1185.252,0
18.08.2018,1185.252,1185.252,1185.252,1185.252,0
19.08.2018,1183.721,1191,1183.019,1190.829,36211857.97
20.08.2018,1191,1197.231,1187.871,1196.479,41377152.62
21.08.2018,1197.402,1201.772,1192.768,1195.959,44787785.35
22.08.2018,1196.431,1196.802,1184.068,1185.488,43339144.65
23.08.2018,1185.981,1208.661,1183.328,1206.288,43568574.49
24.08.2018,1206.288,1206.288,1206.288,1206.288,0
25.08.2018,1206.288,1206.288,1206.288,1206.288,0
26.08.2018,1207.792,1212.551,1203.309,1211.3,36437655.06
27.08.2018,1212.131,1214.472,1199.829,1201.559,43822064.4
28.08.2018,1201.562,1208.211,1201.122,1208.211,42405990.6
29.08.2018,1207.101,1208.022,1196.478,1200.288,42105660.23
30.08.2018,1200.792,1209.042,1198.442,1201.402,40504889.73
31.08.2018,1201.402,1201.402,1201.402,1201.402,0
01.09.2018,1201.402,1201.402,1201.402,1201.402,0
02.09.2018,1200.882,1204.011,1195.879,1201.512,26214619.96
03.09.2018,1201.981,1202.172,1189.782,1191.829,41132169.96
04.09.2018,1191.972,1198.522,1191.078,1196.899,38513796.48
05.09.2018,1197.231,1207.141,1195.981,1201.661,37731601.54
06.09.2018,1200.592,1203.702,1193.632,1196.2,45287282.74
07.09.2018,1196.2,1196.2,1196.2,1196.2,0
08.09.2018,1196.2,1196.2,1196.2,1196.2,0
09.09.2018,1195.412,1198.671,1191.668,1196.078,34974027.81
10.09.2018,1195.731,1199.571,1187.882,1198.879,31995066.08
11.09.2018,1198.772,1208.662,1192.862,1206.478,40215531.23
12.09.2018,1207.542,1212.786,1200.328,1201.629,40615090.1
13.09.2018,1201.962,1208.711,1193.118,1194.148,44274986.15
14.09.2018,1194.148,1194.148,1194.148,1194.148,0
15.09.2018,1194.148,1194.148,1194.148,1194.148,0
16.09.2018,1194.579,1205.001,1193.029,1201.718,36952647.15
17.09.2018,1202.112,1203.682,1196.061,1198.719,44642084.06
18.09.2018,1198.701,1206.382,1197.891,1204.145,36326678.9
19.09.2018,1204.631,1208.561,1201.481,1207.289,39947409.93
20.09.2018,1207.941,1211.212,1191.978,1200.022,45208185.26
21.09.2018,1200.022,1200.022,1200.022,1200.022,0
22.09.2018,1200.022,1200.022,1200.022,1200.022,0
23.09.2018,1199.741,1204.371,1194.631,1199.102,35202565.22
24.09.2018,1199.202,1203.511,1197.312,1201.912,33936584.92
25.09.2018,1201.482,1202.632,1190.691,1194.528,35235339.79
26.09.2018,1195.421,1198.802,1182.068,1183.109,42433430.05
27.09.2018,1183.202,1194.008,1180.889,1192.629,47685135.96
28.09.2018,1192.629,1192.629,1192.629,1192.629,0
29.09.2018,1192.629,1192.629,1192.629,1192.629,0
30.09.2018,1192.711,1192.751,1184.761,1188.999,40253860.03
01.10.2018,1189.392,1208.391,1188.681,1203.229,48878385.07
02.10.2018,1203.932,1208.501,1196.792,1197.532,45310295.11
03.10.2018,1198.242,1206.942,1196.191,1200.079,50899868.13
04.10.2018,1200.139,1205.981,1197.408,1203.389,46616404.92
05.10.2018,1203.389,1203.389,1203.389,1203.389,0
06.10.2018,1203.389,1203.389,1203.389,1203.389,0
07.10.2018,1203.432,1204.279,1183.05,1188.232,42774295.48
08.10.2018,1189.002,1192.079,1183.439,1189.978,47046014.99
09.10.2018,1190.012,1195.079,1185.509,1195.079,45174820.48
10.10.2018,1195.522,1226.522,1191.471,1225.332,68281237.72
11.10.2018,1224.791,1224.852,1216.041,1218.312,48213140.25
12.10.2018,1218.312,1218.312,1218.312,1218.312,0
13.10.2018,1218.312,1218.312,1218.312,1218.312,0
14.10.2018,1217.811,1233.421,1217.092,1227.122,49436724.84
15.10.2018,1227.532,1232.589,1223.669,1225.903,37772250.15
16.10.2018,1225.071,1229.662,1220.818,1222.549,40734840.3
17.10.2018,1222.712,1230.279,1218.908,1226.149,39240369.08
18.10.2018,1226.312,1230.979,1223.248,1226.679,34760885.27
19.10.2018,1226.679,1226.679,1226.679,1226.679,0
20.10.2018,1226.679,1226.679,1226.679,1226.679,0
21.10.2018,1227.728,1229.742,1220.249,1222.392,33925799.79
22.10.2018,1222.289,1239.948,1221.958,1230.559,39185510.19
23.10.2018,1230.889,1234.118,1225.769,1234.118,38959025.08
24.10.2018,1234.932,1239.369,1228.269,1232.432,39528967.2
25.10.2018,1232.452,1243.629,1230.248,1233.937,51454290.75
26.10.2018,1233.937,1233.937,1233.937,1233.937,0
27.10.2018,1233.937,1233.937,1233.937,1233.937,0
28.10.2018,1234.303,1235.687,1224.566,1229.64,39996260.11
29.10.2018,1230.424,1230.797,1220.037,1223.298,37557196.87
30.10.2018,1224.18,1224.18,1212.16,1214.857,35112450.21
31.10.2018,1215.81,1237.602,1214.99,1233.722,45367973.15
01.11.2018,1234.225,1236.665,1229.962,1233.23,43373680.68
02.11.2018,1233.23,1233.23,1233.23,1233.23,0
03.11.2018,1233.23,1233.23,1233.23,1233.23,0
04.11.2018,1233.152,1235.362,1227.052,1231.875,28800574.84
05.11.2018,1231.962,1236.132,1223.692,1227.335,28161086.89
06.11.2018,1227.622,1236.662,1223.247,1226.815,44389250.01
07.11.2018,1226.882,1227.402,1220.332,1224.255,38996109.93
08.11.2018,1223.962,1224.065,1206.952,1210.365,38585429.88
09.11.2018,1210.365,1210.365,1210.365,1210.365,0
10.11.2018,1210.365,1210.365,1210.365,1210.365,0
11.11.2018,1209.945,1211.702,1200.542,1200.905,35147515.12
12.11.2018,1201.062,1205.395,1196.512,1202.402,43842989.5
13.11.2018,1202.822,1216.5,1197.835,1211.275,54598205.09
14.11.2018,1211.402,1216.5,1207.932,1213.705,50969022.1
15.11.2018,1213.965,1225.522,1213.402,1221.815,41609910.31
16.11.2018,1221.815,1221.815,1221.815,1221.815,0
17.11.2018,1221.815,1221.815,1221.815,1221.815,0
18.11.2018,1222.345,1225.525,1218.252,1224.465,25923812.73
19.11.2018,1224.452,1228.975,1220.152,1222.035,40354293.87
20.11.2018,1222.205,1230.265,1219.952,1226.395,26957174.12
21.11.2018,1226.482,1229.255,1225.102,1227.705,14812109.92
22.11.2018,1227.252,1228.752,1220.552,1223.255,24251430.06
23.11.2018,1223.255,1223.255,1223.255,1223.255,0
24.11.2018,1223.255,1223.255,1223.255,1223.255,0
25.11.2018,1224.052,1228.225,1221.932,1222.685,25177214.95
26.11.2018,1222.352,1225.485,1212.102,1215.415,28174190.07
27.11.2018,1215.312,1227.082,1211.355,1221.585,27933217.97
28.11.2018,1221.445,1229.145,1220.742,1224.605,29005330.22
29.11.2018,1224.682,1225.732,1216.882,1222.755,25145769.64
30.11.2018,1222.755,1222.755,1222.755,1222.755,0
01.12.2018,1222.755,1222.755,1222.755,1222.755,0
02.12.2018,1223.502,1235.182,1221.492,1231.065,34954925.89
03.12.2018,1231.355,1242.165,1230.705,1238.895,35477328.45
04.12.2018,1239.452,1239.555,1233.542,1237.725,18175940.26
05.12.2018,1237.915,1244.555,1234.962,1238.135,38021910.35
06.12.2018,1238.165,1250.244,1237.535,1248.935,35964800.83
07.12.2018,1248.935,1248.935,1248.935,1248.935,0
08.12.2018,1248.935,1248.935,1248.935,1248.935,0
09.12.2018,1250.244,1251.345,1241.822,1244.855,35508480.19
10.12.2018,1244.865,1249.735,1241.232,1243.525,30930014.95
11.12.2018,1243.402,1247.445,1242.235,1245.995,28446679.71
12.12.2018,1246.452,1246.952,1240.312,1242.315,30349500.12
13.12.2018,1242.135,1243.272,1233.102,1238.845,31682430.27
14.12.2018,1238.845,1238.845,1238.845,1238.845,0
15.12.2018,1238.845,1238.845,1238.845,1238.845,0
16.12.2018,1239.385,1248.325,1236.055,1246.225,24010332.9
17.12.2018,1246.215,1250.585,1245.282,1249.752,19610670.3
18.12.2018,1250.165,1258.235,1241.922,1243.435,37465936.66
19.12.2018,1243.625,1266.732,1242.942,1260.225,45574351.91
20.12.2018,1260.765,1262.945,1254.112,1256.165,33782395.07
21.12.2018,1256.165,1256.165,1256.165,1256.165,0
22.12.2018,1256.165,1256.165,1256.165,1256.165,0
23.12.2018,1257.952,1270.345,1257.702,1269.315,24726274.73
24.12.2018,1269.315,1269.315,1269.315,1269.315,0
25.12.2018,1269.755,1279.295,1264.532,1267.475,29349261.37
26.12.2018,1267.375,1279.182,1266.872,1276.015,49214305.82
27.12.2018,1275.625,1282.365,1274.502,1281.285,45572600.84
28.12.2018,1281.285,1281.285,1281.285,1281.285,0
29.12.2018,1281.285,1281.285,1281.285,1281.285,0
30.12.2018,1280.585,1284.242,1277.695,1282.915,28992070.14
31.12.2018,1282.915,1282.915,1282.915,1282.915,0
01.01.2019,1282.805,1288.975,1278.942,1284.945,34532544.82
02.01.2019,1287.295,1295.295,1284.795,1294.595,48431021.9
03.01.2019,1294.335,1298.765,1276.822,1285.675,44893525.06
04.01.2019,1285.675,1285.675,1285.675,1285.675,0
05.01.2019,1285.675,1285.675,1285.675,1285.675,0
06.01.2019,1285.802,1295.255,1282.865,1289.625,32900070.19
07.01.2019,1289.315,1290.445,1279.602,1285.575,31210829.82
08.01.2019,1285.195,1294.065,1280.272,1293.875,30753567.64
09.01.2019,1293.895,1297.305,1286.335,1286.602,36795810.07
10.01.2019,1287.005,1295.382,1286.995,1287.905,32734185
11.01.2019,1287.905,1287.905,1287.905,1287.905,0
12.01.2019,1287.905,1287.905,1287.905,1287.905,0
13.01.2019,1288.102,1295.988,1287.735,1291.762,31809659.94
14.01.2019,1292.335,1294.875,1286.922,1289.855,32813291.01
15.01.2019,1290.125,1295.282,1288.082,1294.065,27270815.16
16.01.2019,1294.425,1295.562,1288.932,1292.385,26890385.23
17.01.2019,1292.505,1292.802,1280.832,1281.995,25575549.87
18.01.2019,1281.995,1281.995,1281.995,1281.995,0
19.01.2019,1281.995,1281.995,1281.995,1281.995,0
20.01.2019,1281.825,1283.782,1276.945,1280.415,13109939.98
21.01.2019,1280.065,1286.035,1277.662,1285.555,23287094.77
22.01.2019,1285.375,1286.722,1278.872,1283.135,28244677.95
